full_name,first_name,last_name,company,Region(s),Stages,Industries
Angie Udry,Angie,Udry,Kaszek Ventures,"Paris, France",Seed; Series A,Human Capital/HRTech; Consumer Internet
Andy Young,Andy,Young,Kaszek Ventures,"Buenos Aires, Argentina; LatAm (Latin America)",Seed; Series A; Series B; Other Lists,Enterprise; Consumer Internet
Bill Clerico,Bill,Clerico,Convective Capital,"Melbourne, Florida",Pre-seed; Seed; Other Lists,Robotics; Data Services; IoT; AI; Raleigh-Durham / Southeast US; San Francisco Bay Area
Anukool Lakhina,Anukool,Lakhina,Convective Capital,"Melbourne, Florida",Pre-seed; Seed; Other Lists,Robotics; Data Services; IoT; AI; Raleigh-Durham / Southeast US; San Francisco Bay Area
George T. Whitesides,George,T. Whitesides,Convective Capital,"Melbourne, Florida",Pre-seed; Seed; Other Lists,Robotics; Data Services; IoT; AI; Raleigh-Durham / Southeast US; Los Angeles / Southern California
Ilya Volodarsky,Ilya,Volodarsky,Convective Capital,"Melbourne, Florida",Pre-seed; Seed; Other Lists,"Robotics; Data Services; IoT; AI; Raleigh-Durham / Southeast US; Angel, Scout, and Solo-Capitalists"
George Consagra,George,Consagra,Tidepool Labs,"San Francisco, California",Seed; Series A; Series B; Other Lists,Diagnostics; Social Commerce; Sales & CRM; Education; Web3/Crypto; Web3/Blockchain; Digital Health; Health & Hospital Services; Health IT; San Francisco Bay Area
Levon Manukyan,Levon,Manukyan,Tidepool Labs,Armenia,Seed; Series A; Series B,Diagnostics; Sales & CRM; Social Commerce; Education; Web3/Blockchain; Web3/Crypto; Digital Health; Health & Hospital Services; Health IT
Kar Martirosyan,Kar,Martirosyan,Tidepool Labs,San Francisco Bay Area,Seed; Series A; Series B; Other Lists,Diagnostics; Social Commerce; Sales & CRM; Education; Web3/Blockchain; Web3/Crypto; Digital Health; Health & Hospital Services; Health IT
Thaisan Tonthat,Thaisan,Tonthat,Tidepool Labs,"Palo Alto, California",Seed; Series A; Series B; Other Lists,Diagnostics; Social Commerce; Sales & CRM; Education; Web3/Blockchain; Web3/Crypto; Digital Health; Health & Hospital Services; Health IT; San Francisco Bay Area
Scott Kitcher,Scott,Kitcher,Elevation Ventures,"Irvine, California",Pre-seed; Seed; Other Lists,EnergyTech; AgTech; ClimateTech/CleanTech; Los Angeles / Southern California
Neal E. Rickner,Neal E.,Rickner,Elevation Ventures,"Irvine, California",Pre-seed; Seed; Other Lists,EnergyTech; ClimateTech/CleanTech; Los Angeles / Southern California
Alex Shoer,Alex,Shoer,Elevation Ventures,"Asheville, North Carolina",Pre-seed; Seed; Other Lists,EnergyTech; ClimateTech/CleanTech; Raleigh-Durham / Southeast US
Travis Jamison,Travis,Jamison,Smash Ventures,"Asheville, North Carolina",Pre-seed; Seed; Other Lists,Wellness & Fitness; E-commerce; Consumer Internet; SaaS; Raleigh-Durham / Southeast US
Aristos Doxiadis,Aristos,Doxiadis,Big Pi Ventures,"Athens, Greece",Seed,Lodging/Hospitality; Hardware; IoT; Consumer Internet
Alex Eleftheriadis,Alex,Eleftheriadis,Big Pi Ventures,"Athens, Greece",Seed,Material Science; Hardware; DeepTech; IoT; Media/Content; Analytics; Health & Hospital Services; SaaS
Achilleas Gravanis,Achilleas,Gravanis,Big Pi Ventures,Greece,Seed,Pharmaceuticals; Digital Health; BioTech; Health & Hospital Services; Health IT
Dimitris Iacovides,Dimitris,Iacovides,Big Pi Ventures,"Athens, Greece",Seed,Material Science; Hardware; DeepTech; IoT; Media/Content; Analytics; Health & Hospital Services
Hector Matsaganis,Hector,Matsaganis,Big Pi Ventures,"Milan, Italy",Seed,Material Science; Hardware; DeepTech; Analytics; Media/Content; IoT; Health & Hospital Services
Marco Veremis,Marco,Veremis,Big Pi Ventures,Greece,Seed,Material Science; Hardware; DeepTech; IoT; Media/Content; Analytics; Health & Hospital Services
Alexandra Choli,Alexandra,Choli,Epagon VC,Europe; United States,Pre-seed; Seed; Other Lists,DeepTech; EnergyTech; Hardware; Robotics; TransportationTech; Health & Hospital Services; ClimateTech/CleanTech; Enterprise; AI; SaaS; Female Investors; Investors who invested in female founders; Investors who invested in diverse founders
Yasmin Lukatz,Yasmin,Lukatz,ICON,Atherton,Pre-seed; Seed; Series A; Other Lists,"Consumer Internet; Enterprise; Angel, Scout, and Solo-Capitalists"
Susan Akbarpour,Susan,Akbarpour,Practical Venture Capital,Atherton,Seed; Series A,SMB Software; Retail; Media/Content; Web3/Blockchain; Consumer Internet
Sydney Lai,Sydney,Lai,Practical Venture Capital,"New York, New York",Pre-seed; Seed; Series A; Other Lists,"Gaming/eSports; Developer Tools; Web3/Crypto; Web3/Blockchain; Angel, Scout, and Solo-Capitalists; New York City"
Dave McClure,Dave,McClure,Practical Venture Capital,"San Francisco, California; Tokyo; London; Singapore; Hong Kong; Dubai, United Arab Emirates; New York, New York; Los Angeles, California",Series B; Other Lists,Developer Tools; Education; SMB Software; Real Estate/PropTech; SaaS; E-commerce; Marketplaces; Health IT; FinTech; Consumer Internet; Los Angeles / Southern California; New York City; San Francisco Bay Area
Stephanie M. Shorter,Stephanie M.,Shorter,Practical Venture Capital,San Francisco Bay Area,Seed; Series A; Other Lists,Digital Health; Health & Hospital Services; Health IT
Aman Verjee,Aman,Verjee,Practical Venture Capital,"Palo Alto, California",Seed; Series A; Series B; Other Lists,E-commerce; FinTech; SaaS; San Francisco Bay Area
Jeff Brody,Jeff,Brody,Redpoint eventures,"Atherton; Menlo Park, California",Seed; Series A; Series B; Other Lists,Hardware; Social Networks; Cloud Infrastructure; Marketplaces; Consumer Internet; Enterprise; San Francisco Bay Area
Manoel Lemos,Manoel,Lemos,Redpoint eventures,"Sao Paulo, Brazil",Seed; Series A,Consumer Internet; Enterprise
Flavio Pripas,Flavio,Pripas,Redpoint eventures,"Sao Paulo, Brazil; North Miami Beach, Florida",Seed; Series A; Other Lists,ClimateTech/CleanTech; Health & Hospital Services; Consumer Internet; Enterprise; Health IT; FinTech; Raleigh-Durham / Southeast US
Romero Rodrigues,Romero,Rodrigues,Redpoint eventures,"Sao Paulo, Brazil",Pre-seed; Seed; Series A; Series B,MarketingTech; SMB Software; Logistics; Consumer Internet
Anderson Thees,Anderson,Thees,Redpoint eventures,"Sao Paulo, Brazil",Seed; Series A,Digital Health; Health & Hospital Services; Health IT; Consumer Internet; Enterprise
Ann Williams,Ann,Williams,Redpoint eventures,"Sao Paulo, Brazil",Seed; Other Lists,"Media/Content; Retail; Consumer Internet; Angel, Scout, and Solo-Capitalists"
Medha Agarwal,Medha,Agarwal,Redpoint Ventures,"San Francisco, California; San Francisco Bay Area",Seed; Series A; Series B; Other Lists,Consumer Internet; Enterprise
Alex Bard,Alex,Bard,Redpoint Ventures,"San Francisco Bay Area; San Francisco, California",Seed; Other Lists,Sales & CRM; Health IT; Cloud Infrastructure; SaaS
Urvashi Barooah,Urvashi,Barooah,Redpoint Ventures,"Menlo Park, California; San Francisco Bay Area; San Francisco, California",Seed; Series A; Other Lists,FinTech; Enterprise
Logan Bartlett,Logan,Bartlett,Redpoint Ventures,San Francisco Bay Area; United States,Series B; Other Lists,Human Capital/HRTech; MarketingTech; Data Services; Enterprise; New York City
Erica Brescia,Erica,Brescia,Redpoint Ventures,"San Francisco Bay Area; San Francisco, California",Pre-seed; Seed; Other Lists,Health & Hospital Services; Health IT; Cloud Infrastructure; Enterprise; SaaS; Female Investors; Diverse Investors; Investors who were founders; Investors who invested in female founders
Patrick Chase,Patrick,Chase,Redpoint Ventures,San Francisco Bay Area,Seed; Series A; Other Lists,AI; SaaS
Satish Dharmaraj,Satish,Dharmaraj,Redpoint Ventures,"Saratoga, California; Menlo Park, California",Seed; Series A; Other Lists,"Analytics; SMB Software; Social Networks; Cloud Infrastructure; SaaS; AI; Angel, Scout, and Solo-Capitalists; San Francisco Bay Area"
Tom Dyal,Tom,Dyal,Redpoint Ventures,"Menlo Park, California",Seed; Series A; Other Lists,SMB Software; Social Networks; Cloud Infrastructure; Consumer Internet; San Francisco Bay Area
Jacob Effron,Jacob,Effron,Redpoint Ventures,"San Francisco Bay Area; San Francisco, California",Seed; Series B; Other Lists,Health & Hospital Services; Health IT; Consumer Internet; Enterprise
Elliot Geidt,Elliot,Geidt,Redpoint Ventures,"Mountain View, California; Menlo Park, California",Seed; Series A; Other Lists,SMB Software; Social Networks; Cloud Infrastructure; San Francisco Bay Area
Tim Haley,Tim,Haley,Redpoint Ventures,"Menlo Park, California",Seed; Series A; Series B; Other Lists,SMB Software; Cloud Infrastructure; Marketplaces; San Francisco Bay Area
Annie Kadavy,Annie,Kadavy,Redpoint Ventures,"San Francisco Bay Area; San Francisco, California",Series A; Other Lists,Consumer Internet; Enterprise; Female Investors; Diverse Investors
Emily Man,Emily,Man,Redpoint Ventures,"San Francisco Bay Area; Global; San Francisco, California; United States",Seed; Series A; Series B; Other Lists,SMB Software; FinTech; Consumer Internet; Enterprise
Scott Raney,Scott,Raney,Redpoint Ventures,"San Francisco Bay Area; San Francisco, California; Menlo Park, California",Seed; Series A; Other Lists,Social Networks; Cloud Infrastructure
Sai Senthilkumar,Sai,Senthilkumar,Redpoint Ventures,"San Francisco, California; San Francisco Bay Area",Seed; Series A; Series B; Other Lists,Security; Analytics; Data Services; Cloud Infrastructure; FinTech
John Walecka,John,Walecka,Redpoint Ventures,"San Francisco Bay Area; San Francisco, California",Seed; Series A; Other Lists,AudioTech; Gaming/eSports; Security; FinTech; AI; Consumer Internet; SaaS; Enterprise
Jason Warner,Jason,Warner,Redpoint Ventures,"San Francisco, California; San Francisco Bay Area",Seed; Series A; Other Lists,"Enterprise Applications; Future of Work; Security; Developer Tools; Data Services; Web3/Crypto; Cloud Infrastructure; Enterprise; SaaS; Angel, Scout, and Solo-Capitalists"
Geoff Yang,Geoff,Yang,Redpoint Ventures,"Menlo Park, California",Seed; Series A; Other Lists,Local Services; Media/Content; Social Networks; Consumer Internet; Enterprise; San Francisco Bay Area
Sara Kaur,Sara,Kaur,Sekhmet Ventures,San Francisco Bay Area,Seed; Series A; Series B; Other Lists,Semiconductors; FinTech
Barbara Paldus,Barbara,Paldus,Sekhmet Ventures,Atherton,Seed; Series A,Wellness & Fitness
George Bischof,George,Bischof,Meritech Capital Partners,"New York, New York; San Francisco, California; Palo Alto, California",Series B; Other Lists,Enterprise Infrastructure; Enterprise Applications; Cybersecurity; Enterprise; New York City; San Francisco Bay Area
Alex Clayton,Alex,Clayton,Meritech Capital Partners,"New York, New York; Palo Alto, California; San Francisco, California",Series A; Series B; Other Lists,Enterprise Infrastructure; Cybersecurity; SMB Software; Data Services; Cloud Infrastructure; SaaS; Enterprise; New York City; San Francisco Bay Area
Anthony DeCamillo,Anthony,DeCamillo,Meritech Capital Partners,"New York, New York; Palo Alto, California; San Francisco, California",Series B; Other Lists,Media/Content; Enterprise Applications; Consumer Internet; Enterprise; New York City; San Francisco Bay Area
Alex Kurland,Alex,Kurland,Meritech Capital Partners,"New York, New York; Palo Alto, California; San Francisco Bay Area",Series B; Other Lists,Enterprise Applications; FinTech; New York City
Paul Madera,Paul,Madera,Meritech Capital Partners,"New York, New York; San Francisco, California; Palo Alto, California",Series B; Other Lists,Direct-to-Consumer (DTC); Enterprise Applications; FinTech; Consumer Internet; Enterprise; New York City; San Francisco Bay Area
Max Motschwiller,Max,Motschwiller,Meritech Capital Partners,"New York, New York; San Francisco, California; Palo Alto, California",Series B; Other Lists,Enterprise Applications; FinTech; Enterprise; New York City; San Francisco Bay Area
Ashley Paston,Ashley,Paston,Meritech Capital Partners,"New York, New York; Boston, Massachusetts",Seed; Series B; Other Lists,Enterprise Applications; Marketplaces; Enterprise; FinTech; Boston / New England; New York City
Craig Sherman,Craig,Sherman,Meritech Capital Partners,"New York, New York; San Francisco, California; Palo Alto, California",Series B; Other Lists,Media/Content; Digital Health; Health & Hospital Services; Health IT; Consumer Internet; New York City; San Francisco Bay Area
Rob Ward,Rob,Ward,Meritech Capital Partners,"New York, New York; San Francisco, California; Palo Alto, California",Series B; Other Lists,Enterprise Infrastructure; Data Services; Enterprise Applications; Analytics; Enterprise; New York City; San Francisco Bay Area
Dave Barrett,Dave,Barrett,Polaris Partners,"Boston, Massachusetts",Seed; Series A; Series B; Other Lists,Data Services; Analytics; Digital Health; Cloud Infrastructure; Health & Hospital Services; Health IT; SaaS; FinTech; Boston / New England
Marissa Bertorelli,Marissa,Bertorelli,Polaris Partners,"San Francisco Bay Area; San Francisco, California",Seed; Series A; Series B; Other Lists,Digital Health; Health & Hospital Services; Health IT
Jannah Boudreaux,Jannah,Boudreaux,Polaris Partners,"Athens-Clarke County, Georgia",Series B; Other Lists,SMB Software; Enterprise; Consumer Internet; Raleigh-Durham / Southeast US
Alexandra Cantley,Alexandra,Cantley,Polaris Partners,"New York, New York",Seed; Series A; Other Lists,Digital Health; BioTech; Health & Hospital Services; Health IT; New York City
Darren Carroll,Darren,Carroll,Polaris Partners,"Boston, Massachusetts",Series A; Other Lists,Digital Health; Health & Hospital Services; Health IT; BioTech; Boston / New England
Brian Chee,Brian,Chee,Polaris Partners,"San Francisco, California; Boston, Massachusetts",Series A; Series B; Other Lists,Digital Health; Health IT; Health & Hospital Services; Boston / New England; San Francisco Bay Area
Sabrina Chiasson,Sabrina,Chiasson,Polaris Partners,"Boston, Massachusetts",Series B; Other Lists,Cloud Infrastructure; SMB Software; Consumer Internet; Digital Health; Health IT; Health & Hospital Services; Enterprise; Boston / New England
Isaac Ciechanover,Isaac,Ciechanover,Polaris Partners,United States; San Francisco Bay Area,Series B; Other Lists,Digital Health; BioTech; Health & Hospital Services; Health IT
Jon Flint,Jon,Flint,Polaris Partners,"Boston, Massachusetts",Series A; Series B; Other Lists,SMB Software; Enterprise; Boston / New England
Mark Jacobson,Mark,Jacobson,Polaris Partners,"Boston, Massachusetts",Series B; Other Lists,SMB Software; Consumer Internet; Enterprise; Boston / New England
Dan Lombard,Dan,Lombard,Polaris Partners,"Boston, Massachusetts",Series B; Other Lists,Digital Health; SMB Software; Health IT; Health & Hospital Services; Boston / New England
Ellie McGuire,Ellie,McGuire,Polaris Partners,"Boston, Massachusetts",Seed; Other Lists,Digital Health; Health & Hospital Services; Health IT; BioTech; Boston / New England
Terry McGuire,Terry,McGuire,Polaris Partners,"Massachusetts; Boston, Massachusetts",Seed; Series A; Other Lists,Digital Health; Health & Hospital Services; Health IT; BioTech; Boston / New England
Pat Mulach,Pat,Mulach,Polaris Partners,"Boston, Massachusetts",Seed; Series A; Other Lists,Digital Health; Health & Hospital Services; Health IT; Boston / New England
Amir Nashat,Amir,Nashat,Polaris Partners,"Cambridge, Massachusetts; Boston, Massachusetts",Series A; Series B; Other Lists,EnergyTech; Digital Health; Health IT; Health & Hospital Services; BioTech; Consumer Internet; Boston / New England
Amy Schulman,Amy,Schulman,Polaris Partners,"Mount Pleasant, South Carolina; Boston, Massachusetts",Seed; Series A; Series B; Other Lists,Digital Health; Health & Hospital Services; Health IT; Raleigh-Durham / Southeast US; Boston / New England
Maureen St. Pierre,Maureen,St. Pierre,Polaris Partners,"Boston, Massachusetts; Waltham, Massachusetts",Seed; Series A; Other Lists,Health IT; Health & Hospital Services; FinTech; Boston / New England
Gary Swart,Gary,Swart,Polaris Partners,"Atherton; Boston, Massachusetts; San Francisco, California; New York, New York",Seed; Series A; Series B; Other Lists,Human Capital/HRTech; Sales & CRM; Digital Health; Health & Hospital Services; Health IT; Marketplaces; AI; Enterprise; Future of Work; Boston / New England; New York City; San Francisco Bay Area
Sharif Vakili,Sharif,Vakili,Polaris Partners,San Francisco Bay Area,Seed; Series A; Other Lists,Medical Devices; Digital Health; BioTech; Health & Hospital Services; Health IT
Bryce Youngren,Bryce,Youngren,Polaris Partners,"Waltham, Massachusetts; Boston, Massachusetts",Series B; Other Lists,Digital Health; SMB Software; SaaS; Health IT; Health & Hospital Services; Boston / New England
Mark Augenstern,Mark,Augenstern,Polaris Partners,"Boston, Massachusetts",Other Lists,Boston / New England
Alan Crane,Alan,Crane,Polaris Partners,"Boston, Massachusetts",Pre-seed; Seed; Other Lists,Health & Hospital Services; Boston / New England
Paulina Hill,Paulina,Hill,Polaris Partners,"Boston, Massachusetts",Other Lists,Boston / New England
Pat Kinsel,Pat,Kinsel,Polaris Partners,"Boston, Massachusetts",Other Lists,Boston / New England
Noel Ruane,Noel,Ruane,Polaris Partners,"Boston, Massachusetts",Other Lists,Boston / New England
Connor Davidson,Connor,Davidson,Atlanta Seed Company,"Atlanta, Georgia; Dallas, Texas; Portland, Oregon; Charlotte, North Carolina",Seed; Series A; Other Lists,Parenting/Families; Payments; Health & Hospital Services; IoT; Logistics; Health IT; Consumer Internet; FinTech; Enterprise; SaaS; Seattle / Portland; Austin; Raleigh-Durham / Southeast US
James Hamilton,James,Hamilton,Atlanta Seed Company,"Atlanta, Georgia; Nashville-Davidson, Tennessee; Chicago, Illinois; Dallas, Texas; Birmingham, Alabama; Greenville, South Carolina",Other Lists,Austin; Raleigh-Durham / Southeast US; Midwest
Stephen DeBerry,Stephen,DeBerry,Bronze Investments,"Mill Valley, California",Seed; Other Lists,Local Services; Food and Beverage; Impact; Social Commerce; Payments; Education; ClimateTech/CleanTech; Social Networks; Marketplaces; FinTech; Diverse Investors; San Francisco Bay Area
Antoine Woods,Antoine,Woods,Bronze Investments,United States,Pre-seed; Seed; Series A; Other Lists,Generative Tech/AI; Future of Work; Cybersecurity; Digital Health; ClimateTech/CleanTech; Health IT; FinTech; Raleigh-Durham / Southeast US; Diverse Investors; Investors who were founders; Investors who invested in female founders; Investors who invested in diverse founders
Jewel Burks,Jewel,Burks,Collab Capital,"Atlanta, Georgia",Seed; Series A; Other Lists,Enterprise; AI; Raleigh-Durham / Southeast US
Justin Dawkins,Justin,Dawkins,Collab Capital,"Atlanta, Georgia",Seed; Series A; Other Lists,Impact; Entertainment & Sports; Retail; Media/Content; FinTech; Raleigh-Durham / Southeast US
